name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018
Iota Draconis b,102,8.82 Jupiters,3.29668,2002
K2-100 b,616,12.6 Earths,10.651,2016
K2-101 b,614,4.66 Earths,12.892,2016
K2-102 b,614,2.24 Earths,13.083,2016
K2-104 b,617,4.5 Earths,15.989,2016
K2-105 b,646,30 Earths,11.752,2017
K2-107 b,2235,0.84 Jupiters,13.012,2017
K2-108 b,1557,0.18689 Jupiters,12.339,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-10 b,888,27 Earths,12.429,2015
K2-110 b,380,16.7 Earths,11.985,2017
K2-111 b,654,5.29 Earths,11.13,2017
K2-111 c,654,11.3 Earths,11.13,2020
K2-113 b,2074,1.29 Jupiters,13.744,2017
K2-114 b,1552,1.85 Jupiters,14.55,2017
K2-115 b,1349,0.84 Jupiters,13.444,2017
K2-116 b,161,0.257 Earths,10.8,2017
K2-117 b,332,4.78 Earths,14.639,2017
K2-117 c,332,4.9 Earths,14.639,2017
K2-127 b,2316,0.167 Jupiters,15.041,2017
K2-128 b,374,2.6 Earths,12.58,2017
K2-129 b,91,1.12 Earths,13.639,2017
K2-12 b,1065,6.04 Earths,12.38,2015
K2-130 b,385,2.1 Earths,12.676,2017
K2-131 b,497,6.3 Earths,12.129,2017
K2-132 b,1989,0.49 Jupiters,12.071,2017
K2-133 b,245,2.36 Earths,14.073,2017
K2-133 c,245,3.2 Earths,14.073,2017
K2-133 d,245,4.67 Earths,14.073,2017
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-148 c,406,3.64 Earths,13.627,2018
K2-148 d,406,3.33 Earths,13.627,2018
K2-149 b,403,3.33 Earths,14.543,2018
K2-14 b,1188,20.7 Earths,15.78,2015
K2-150 b,334,4.66 Earths,15.784,2018
K2-151 b,227,2.83 Earths,14.175,2018
K2-152 b,354,5.86 Earths,13.728,2018
K2-153 b,467,4.66 Earths,14.96,2018
K2-154 b,422,4.62 Earths,13.861,2018
K2-154 c,422,4.94 Earths,13.861,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-161 b,2989,31.1 Earths,12.718,2018
K2-162 b,406,2.67 Earths,12.278,2018
K2-163 b,680,6.65 Earths,13.078,2018
K2-164 b,1225,10.6 Earths,11.352,2018
K2-165 b,439,2.17 Earths,11.332,2018
K2-165 c,439,3.03 Earths,11.332,2018
K2-165 d,439,7.5 Earths,11.332,2018
K2-166 b,1556,5.43 Earths,12.081,2018
K2-167 b,264,8.34 Earths,8.24,2018
K2-168 b,796,4.12 Earths,12.365,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-169 b,769,2.16 Earths,12.23,2018
K2-16 b,1093,4.74 Earths,14.668,2015
K2-16 c,1093,6.99 Earths,14.668,2015
K2-170 b,1282,2.6 Earths,12.668,2018
K2-170 c,1282,3.9 Earths,12.668,2018
K2-171 b,1977,7.69 Earths,12.745,2018
K2-172 b,815,3.42 Earths,12.5,2018
K2-172 c,815,10.4 Earths,12.5,2018
K2-173 b,746,3.22 Earths,12.523,2018
K2-174 b,326,7.27 Earths,12.456,2018
K2-183 c,1073,8.6 Earths,12.867,2018
K2-183 d,1073,8.55 Earths,12.867,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,875,2.28 Earths,12.235,2018
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-183 c,1073,8.6 Earths,12.867,2018
K2-183 d,1073,8.55 Earths,12.867,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,875,2.28 Earths,12.235,2018
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-183 c,1073,8.6 Earths,12.867,2018
K2-183 d,1073,8.55 Earths,12.867,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,875,2.28 Earths,12.235,2018
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-183 c,1073,8.6 Earths,12.867,2018
K2-183 d,1073,8.55 Earths,12.867,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,875,2.28 Earths,12.235,2018
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-183 c,1073,8.6 Earths,12.867,2018
K2-183 d,1073,8.55 Earths,12.867,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,875,2.28 Earths,12.235,2018
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-183 c,1073,8.6 Earths,12.867,2018
K2-183 d,1073,8.55 Earths,12.867,2018
K2-184 b,247,3.02 Earths,10.345,2018
K2-185 b,875,2.28 Earths,12.235,2018
K2-186 b,1079,10.2 Earths,12.413,2018
K2-187 b,1079,2.24 Earths,13.102,2018
K2-187 c,1079,3.89 Earths,13.102,2018
K2-187 d,1079,10.2 Earths,13.102,2018
K2-187 e,1079,6.26 Earths,13.102,2018
K2-188 b,1458,2.39 Earths,12.657,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-188 c,1458,8.4 Earths,12.657,2018
K2-189 b,790,2.92 Earths,12.398,2018
K2-189 c,790,6.8 Earths,12.398,2018
K2-18 b,124,8.92 Earths,13.477,2015
K2-18 c,124,7.51 Earths,13.477,2017
K2-190 b,524,2.41 Earths,11.138,2018
K2-190 c,524,1.34 Earths,11.138,2018
K2-191 b,937,3.12 Earths,13.329,2018
K2-192 b,723,2.92 Earths,12.656,2018
K2-193 b,1344,14.8 Earths,13.341,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
K2-202 b,980,5.91 Earths,13.354,2018
K2-203 b,542,2.45 Earths,12.391,2018
K2-204 b,1883,9.51 Earths,12.985,2018
K2-205 b,1322,4.64 Earths,12.45,2018
K2-19 b,945,28.5 Earths,13.024,2015
K2-19 c,945,15.9 Earths,13.024,2015
K2-19 d,945,14 Earths,13.024,2016
K2-200 b,601,2.43 Earths,12.428,2018
K2-201 b,646,2.54 Earths,12.168,2018
K2-201 c,646,10.8 Earths,12.168,2018
